rating,reviewer_id,date,review_title,review_body,category,score_gemini,score_groq,tokens,bing_prediction,swn_prediction
5.0,shari,2025-12-12,,im always careful order store brand verse name brand bake lot need products good name brand product great value vegetable oil stand brand vegetable oil use highly recommend,food,5.0,5.0,"['im', 'always', 'careful', 'order', 'store', 'brand', 'verse', 'name', 'brand', 'bake', 'lot', 'need', 'products', 'good', 'name', 'brand', 'product', 'great', 'value', 'vegetable', 'oil', 'stand', 'brand', 'vegetable', 'oil', 'use', 'highly', 'recommend']",1,1
5.0,gil,2025-12-15,,ive use oil great value brand exactly higher price brand no doubt everyone buy brand try sure not disappoint trust,food,4.0,5.0,"['ive', 'use', 'oil', 'great', 'value', 'brand', 'exactly', 'higher', 'price', 'brand', 'no', 'doubt', 'everyone', 'buy', 'brand', 'try', 'sure', 'not', 'disappoint', 'trust']",1,1
5.0,brenda,2025-11-06,,need print receipt online purchase love associate deliver purchase directly door older woman disability husband not help,food,3.0,5.0,"['need', 'print', 'receipt', 'online', 'purchase', 'love', 'associate', 'deliver', 'purchase', 'directly', 'door', 'older', 'woman', 'disability', 'husband', 'not', 'help']",1,1
5.0,mary,2025-10-19,love walmart,no dislike convenient n price reasonable compare big store recommend walmart shoppers look good deal n delivery respectful n prompt 5 star,food,2.0,5.0,"['no', 'dislike', 'convenient', 'n', 'price', 'reasonable', 'compare', 'big', 'store', 'recommend', 'walmart', 'shoppers', 'look', 'good', 'deal', 'n', 'delivery', 'respectful', 'n', 'prompt', '5', 'star']",1,1
5.0,amanda,2025-10-22,please delivery easy order,really appreciate delivery options make grocery shop breeze delivery person bring apartment 3rd floor deserve best tip,food,5.0,5.0,"['really', 'appreciate', 'delivery', 'options', 'make', 'grocery', 'shop', 'breeze', 'delivery', 'person', 'bring', 'apartment', '3rd', 'floor', 'deserve', 'best', 'tip']",1,1
5.0,stephen,2025-11-02,,one things buy price use olive oil things still like vegetable oil fry fry chicken dont use much buy bargain,food,5.0,5.0,"['one', 'things', 'buy', 'price', 'use', 'olive', 'oil', 'things', 'still', 'like', 'vegetable', 'oil', 'fry', 'fry', 'chicken', 'dont', 'use', 'much', 'buy', 'bargain']",1,1
5.0,ennestine,2025-10-23,vegetable oil great product,walmart great store great vegetable oil great product vegetable oil cook crispy drip good use,food,5.0,1.0,"['walmart', 'great', 'store', 'great', 'vegetable', 'oil', 'great', 'product', 'vegetable', 'oil', 'cook', 'crispy', 'drip', 'good', 'use']",1,1
5.0,dayna,2025-12-08,,plastic bottle issue open older people side become soft slip hand oily taste good price great,food,3.0,4.0,"['plastic', 'bottle', 'issue', 'open', 'older', 'people', 'side', 'become', 'soft', 'slip', 'hand', 'oily', 'taste', 'good', 'price', 'great']",1,1
5.0,marv,2025-12-12,,buy vegetable oil terrible cook super unhealthy invent farm machine lubricate also earwigs attract things make decent trap vegetable oil,food,1.0,1.0,"['buy', 'vegetable', 'oil', 'terrible', 'cook', 'super', 'unhealthy', 'invent', 'farm', 'machine', 'lubricate', 'also', 'earwigs', 'attract', 'things', 'make', 'decent', 'trap', 'vegetable', 'oil']",0,0
5.0,bliss,2026-02-04,,oil look feel perform exactly expect would use sweet bread cookies cornbread cake turn great im go continue use go ahead try,food,5.0,5.0,"['oil', 'look', 'feel', 'perform', 'exactly', 'expect', 'would', 'use', 'sweet', 'bread', 'cookies', 'cornbread', 'cake', 'turn', 'great', 'im', 'go', 'continue', 'use', 'go', 'ahead', 'try']",1,1
4.0,mark,2026-02-24,drip catch rim top,find product useful many cook need small critique pore would nice drip rim add,food,3.0,4.0,"['find', 'product', 'useful', 'many', 'cook', 'need', 'small', 'critique', 'pore', 'would', 'nice', 'drip', 'rim', 'add']",1,1
5.0,shannon,2026-02-28,cook oil,not something use daily basis dont use daily really last couple months one hundred percent recommend use,food,5.0,5.0,"['not', 'something', 'use', 'daily', 'basis', 'dont', 'use', 'daily', 'really', 'last', 'couple', 'months', 'one', 'hundred', 'percent', 'recommend', 'use']",0,1
5.0,julie,2025-12-28,good basic oil,low bad stuff not suppose use make french fry hash brown fine container sturdy pretty easy pour little thats ya need,food,4.0,4.0,"['low', 'bad', 'stuff', 'not', 'suppose', 'use', 'make', 'french', 'fry', 'hash', 'brown', 'fine', 'container', 'sturdy', 'pretty', 'easy', 'pour', 'little', 'thats', 'ya', 'need']",0,1
3.0,debbi,2026-01-02,watch fat content good oil,would not recommend youll diabetic better not use time watch oli saturate fat oil okay need something quick fix fry,food,1.0,2.0,"['would', 'not', 'recommend', 'youll', 'diabetic', 'better', 'not', 'use', 'time', 'watch', 'oli', 'saturate', 'fat', 'oil', 'okay', 'need', 'something', 'quick', 'fix', 'fry']",0,1
5.0,tanya,2026-01-01,,great value vegetable oil great use cook bake need things pricey lately nice cost effective options quality brand,food,5.0,5.0,"['great', 'value', 'vegetable', 'oil', 'great', 'use', 'cook', 'bake', 'need', 'things', 'pricey', 'lately', 'nice', 'cost', 'effective', 'options', 'quality', 'brand']",1,1
1.0,helen,2026-01-12,unorded item,not order item oil try look order review cannot bring return item not use item use crisco will wait next order get credit,food,5.0,1.0,"['not', 'order', 'item', 'oil', 'try', 'look', 'order', 'review', 'cannot', 'bring', 'return', 'item', 'not', 'use', 'item', 'use', 'crisco', 'will', 'wait', 'next', 'order', 'get', 'credit']",1,0
5.0,lori,2025-10-21,great oil great price,use great value vegetable oil bake fry see no difference quality taste expensive name brand think price make best option vegetable oil,food,5.0,5.0,"['use', 'great', 'value', 'vegetable', 'oil', 'bake', 'fry', 'see', 'no', 'difference', 'quality', 'taste', 'expensive', 'name', 'brand', 'think', 'price', 'make', 'best', 'option', 'vegetable', 'oil']",1,1
5.0,ruby,2026-02-09,great value vegetable oil,great value cook oil great fry bake light taste serve purpose expensive brand lower price,food,5.0,5.0,"['great', 'value', 'cook', 'oil', 'great', 'fry', 'bake', 'light', 'taste', 'serve', 'purpose', 'expensive', 'brand', 'lower', 'price']",1,1
5.0,dana,2026-02-09,good product,great value basic bake pantry staple good quality affordable great way keep items need bake cook meals always hand quality consistent make loyal purchaser,food,5.0,4.0,"['great', 'value', 'basic', 'bake', 'pantry', 'staple', 'good', 'quality', 'affordable', 'great', 'way', 'keep', 'items', 'need', 'bake', 'cook', 'meals', 'always', 'hand', 'quality', 'consistent', 'make', 'loyal', 'purchaser']",1,1
5.0,anonymous,2026-01-18,vegetable cook oil,vegetable cook oil not much else say work advertise light cook oil opinion doesnt give food flavor kinda thing like,food,2.0,4.0,"['vegetable', 'cook', 'oil', 'not', 'much', 'else', 'say', 'work', 'advertise', 'light', 'cook', 'oil', 'opinion', 'doesnt', 'give', 'food', 'flavor', 'kinda', 'thing', 'like']",0,1
5.0,jennifer,2026-02-05,good stuff,good quality oil size work use quite bite oil bake oil great hand please highly recommend,food,3.0,5.0,"['good', 'quality', 'oil', 'size', 'work', 'use', 'quite', 'bite', 'oil', 'bake', 'oil', 'great', 'hand', 'please', 'highly', 'recommend']",1,1
5.0,shellabzy,2026-02-05,good affordable cook oil,use buy another cornnoul brand keep raise price give walmarts great value oil try never look back great cook oil fraction usual price,food,5.0,5.0,"['use', 'buy', 'another', 'cornnoul', 'brand', 'keep', 'raise', 'price', 'give', 'walmarts', 'great', 'value', 'oil', 'try', 'never', 'look', 'back', 'great', 'cook', 'oil', 'fraction', 'usual', 'price']",1,1
5.0,,2026-02-06,,oil super light doesnt leave taste good use fry make salad dressings thing use vegetable oil great price,food,5.0,5.0,"['oil', 'super', 'light', 'doesnt', 'leave', 'taste', 'good', 'use', 'fry', 'make', 'salad', 'dressings', 'thing', 'use', 'vegetable', 'oil', 'great', 'price']",1,1
5.0,anonymous,2026-01-24,good many recipes recommend,use vegetable oil fry meat also cook good tasty cake highly suggest product since cheap really valuable good quality,food,5.0,5.0,"['use', 'vegetable', 'oil', 'fry', 'meat', 'also', 'cook', 'good', 'tasty', 'cake', 'highly', 'suggest', 'product', 'since', 'cheap', 'really', 'valuable', 'good', 'quality']",1,1
5.0,susan,2026-01-27,good oil price better crisco,use oil make doughnuts turn great no residual oil taste awesome would recommend oil think better crisco,food,5.0,4.0,"['use', 'oil', 'make', 'doughnuts', 'turn', 'great', 'no', 'residual', 'oil', 'taste', 'awesome', 'would', 'recommend', 'oil', 'think', 'better', 'crisco']",1,1
5.0,lisa,2026-02-11,,buy brand vegetable oil many years great value price always taste fresh no reason spend oil great expensive brand,food,5.0,5.0,"['buy', 'brand', 'vegetable', 'oil', 'many', 'years', 'great', 'value', 'price', 'always', 'taste', 'fresh', 'no', 'reason', 'spend', 'oil', 'great', 'expensive', 'brand']",1,1
5.0,mary,2026-03-03,,refresh know still find pantry staple walmart pice still affordable available change go food days good job walmart,food,5.0,5.0,"['refresh', 'know', 'still', 'find', 'pantry', 'staple', 'walmart', 'pice', 'still', 'affordable', 'available', 'change', 'go', 'food', 'days', 'good', 'job', 'walmart']",1,1
5.0,barbara,2025-10-31,good cook oil,great value cook oil delicious recipes require deep fry doesnt affect taste food wonderful fry chicken pork chop sea food price value good,food,3.0,5.0,"['great', 'value', 'cook', 'oil', 'delicious', 'recipes', 'require', 'deep', 'fry', 'doesnt', 'affect', 'taste', 'food', 'wonderful', 'fry', 'chicken', 'pork', 'chop', 'sea', 'food', 'price', 'value', 'good']",1,1
4.0,william,2026-03-04,decent oil cheap price,probably not health food decent enough cook need large volume oil deep fry definitely trick decent basic oil cheap price,food,2.0,3.0,"['probably', 'not', 'health', 'food', 'decent', 'enough', 'cook', 'need', 'large', 'volume', 'oil', 'deep', 'fry', 'definitely', 'trick', 'decent', 'basic', 'oil', 'cheap', 'price']",0,1
4.0,luciana,2025-07-31,versatile every day use,youre look highly affordable neutralflavored cook oil everyday fry bake great value vegetable oil 48 fl oz solid pick perform reliably offer excellent bang buck however youre seek healthieror flavorsensitiveoption consider swap avocado olive oil cold use canolasunflower lighter nutritional profile,food,4.0,5.0,"['youre', 'look', 'highly', 'affordable', 'neutralflavored', 'cook', 'oil', 'everyday', 'fry', 'bake', 'great', 'value', 'vegetable', 'oil', '48', 'fl', 'oz', 'solid', 'pick', 'perform', 'reliably', 'offer', 'excellent', 'bang', 'buck', 'however', 'youre', 'seek', 'healthieror', 'flavorsensitiveoption', 'consider', 'swap', 'avocado', 'olive', 'oil', 'cold', 'use', 'canolasunflower', 'lighter', 'nutritional', 'profile']",1,1
5.0,paul,2025-07-31,,great value brand cookingsalad oil go brand need good vegetable oil economicaland quality excellent ive shop around lot youre go difficult time try beat walmart price plusthis oil soybean oil definitely dont problem soybeansthank walmart,food,4.0,5.0,"['great', 'value', 'brand', 'cookingsalad', 'oil', 'go', 'brand', 'need', 'good', 'vegetable', 'oil', 'economicaland', 'quality', 'excellent', 'ive', 'shop', 'around', 'lot', 'youre', 'go', 'difficult', 'time', 'try', 'beat', 'walmart', 'price', 'plusthis', 'oil', 'soybean', 'oil', 'definitely', 'dont', 'problem', 'soybeansthank', 'walmart']",1,1
5.0,nekondeh,2025-08-01,give justin raise asap,justin wonderful customer service drive timely efficient ive use pickup since first begin 6 years ago pickup people generally wonderful need figure keep good employees justin best,food,5.0,5.0,"['justin', 'wonderful', 'customer', 'service', 'drive', 'timely', 'efficient', 'ive', 'use', 'pickup', 'since', 'first', 'begin', '6', 'years', 'ago', 'pickup', 'people', 'generally', 'wonderful', 'need', 'figure', 'keep', 'good', 'employees', 'justin', 'best']",1,1
5.0,rachel,2025-08-23,name brand not make anything better,use buy name brand products recently groceries overprice ive buy store brand come conclusion buy certain name doesnt make better great value veg oil good others lower price,food,1.0,4.0,"['use', 'buy', 'name', 'brand', 'products', 'recently', 'groceries', 'overprice', 'ive', 'buy', 'store', 'brand', 'come', 'conclusion', 'buy', 'certain', 'name', 'doesnt', 'make', 'better', 'great', 'value', 'veg', 'oil', 'good', 'others', 'lower', 'price']",1,1
